Country_Code,Commodity,Month,Price_USD
AFG,Rice (high quality),2024-07,1.3338235294117649
AFG,Rice (high quality),2024-08,1.3176470588235294
AFG,Rice (high quality),2024-09,1.3323529411764705
AFG,Rice (high quality),2024-10,1.383529411764706
AFG,Rice (high quality),2024-11,1.3541176470588234
AFG,Rice (high quality),2024-12,1.3235294117647058
AFG,Rice (low quality),2024-01,0.913235294117647
AFG,Rice (low quality),2024-02,0.8911764705882353
AFG,Rice (low quality),2024-03,0.8979411764705882
AFG,Rice (low quality),2024-04,0.8773529411764706
AFG,Rice (low quality),2024-05,0.8379411764705883
AFG,Rice (low quality),2024-06,0.833235294117647
AFG,Rice (low quality),2024-07,0.8282352941176471
AFG,Rice (low quality),2024-08,0.8344117647058824
AFG,Rice (low quality),2024-09,0.8473529411764705
AFG,Rice (low quality),2024-10,0.8608823529411764
AFG,Rice (low quality),2024-11,0.8467647058823529
AFG,Rice (low quality),2024-12,0.8347058823529412
AFG,Salt,2024-01,0.23588235294117646
AFG,Salt,2024-02,0.2273529411764706
AFG,Salt,2024-03,0.23529411764705882
AFG,Salt,2024-04,0.23588235294117646
AFG,Salt,2024-05,0.23882352941176474
AFG,Salt,2024-06,0.24352941176470586
AFG,Salt,2024-07,0.245
AFG,Salt,2024-08,0.25352941176470584
AFG,Salt,2024-09,0.26588235294117646
AFG,Salt,2024-10,0.28205882352941175
AFG,Salt,2024-11,0.2779411764705882
AFG,Salt,2024-12,0.2747058823529412
AFG,Sugar,2024-01,0.9650000000000001
AFG,Sugar,2024-02,0.9611764705882353
AFG,Sugar,2024-03,0.9667647058823529
AFG,Sugar,2024-04,0.9632352941176471
AFG,Sugar,2024-05,0.9270588235294117
AFG,Sugar,2024-06,0.9070588235294118
AFG,Sugar,2024-07,0.91
AFG,Sugar,2024-08,0.8805882352941177
AFG,Sugar,2024-09,0.8523529411764706
AFG,Sugar,2024-10,0.8614705882352941
AFG,Sugar,2024-11,0.8091176470588235
AFG,Sugar,2024-12,0.805
AFG,"Wage (non-qualified labour, non-agricultural)",2024-01,4.3217647058823525
AFG,"Wage (non-qualified labour, non-agricultural)",2024-02,4.126470588235295
AFG,"Wage (non-qualified labour, non-agricultural)",2024-03,4.302058823529412
AFG,"Wage (non-qualified labour, non-agricultural)",2024-04,4.386176470588235
AFG,"Wage (non-qualified labour, non-agricultural)",2024-05,4.377941176470588
AFG,"Wage (non-qualified labour, non-agricultural)",2024-06,4.477941176470588
AFG,"Wage (non-qualified labour, non-agricultural)",2024-07,4.66
AFG,"Wage (non-qualified labour, non-agricultural)",2024-08,4.573529411764706
AFG,"Wage (non-qualified labour, non-agricultural)",2024-09,4.626176470588235
AFG,"Wage (non-qualified labour, non-agricultural)",2024-10,4.860294117647059
AFG,"Wage (non-qualified labour, non-agricultural)",2024-11,4.823823529411764
AFG,"Wage (non-qualified labour, non-agricultural)",2024-12,4.616470588235295
AFG,Wage (qualified labour),2024-01,8.965588235294117
AFG,Wage (qualified labour),2024-02,8.635000000000002
AFG,Wage (qualified labour),2024-03,8.95970588235294
AFG,Wage (qualified labour),2024-04,9.080882352941176
AFG,Wage (qualified labour),2024-05,8.979117647058825
AFG,Wage (qualified labour),2024-06,9.238529411764706
AFG,Wage (qualified labour),2024-07,9.469705882352942
AFG,Wage (qualified labour),2024-08,9.495882352941177
AFG,Wage (qualified labour),2024-09,9.72
AFG,Wage (qualified labour),2024-10,10.079999999999998
AFG,Wage (qualified labour),2024-11,9.845882352941176
AFG,Wage (qualified labour),2024-12,9.48735294117647
AFG,Wheat,2024-01,0.38969696969696965
AFG,Wheat,2024-02,0.3784848484848485
AFG,Wheat,2024-03,0.38363636363636366
AFG,Wheat,2024-04,0.37666666666666665
AFG,Wheat,2024-05,0.3545454545454545
AFG,Wheat,2024-06,0.3369696969696969
AFG,Wheat,2024-07,0.33575757575757575
AFG,Wheat,2024-08,0.33424242424242423
AFG,Wheat,2024-09,0.34939393939393937
AFG,Wheat,2024-10,0.36030303030303035
AFG,Wheat,2024-11,0.34909090909090906
AFG,Wheat,2024-12,0.34125
AFG,Wheat flour (high quality),2024-01,0.4414705882352941
AFG,Wheat flour (high quality),2024-02,0.43470588235294116
AFG,Wheat flour (high quality),2024-03,0.44029411764705884
AFG,Wheat flour (high quality),2024-04,0.4370588235294117
AFG,Wheat flour (high quality),2024-05,0.42058823529411765
AFG,Wheat flour (high quality),2024-06,0.4232352941176471
AFG,Wheat flour (high quality),2024-07,0.42794117647058827
AFG,Wheat flour (high quality),2024-08,0.4338235294117647
AFG,Wheat flour (high quality),2024-09,0.45
AFG,Wheat flour (high quality),2024-10,0.45705882352941174
AFG,Wheat flour (high quality),2024-11,0.4447058823529412
AFG,Wheat flour (high quality),2024-12,0.43176470588235294
AFG,Wheat flour (low quality),2024-01,0.39294117647058824
AFG,Wheat flour (low quality),2024-02,0.3876470588235294
AFG,Wheat flour (low quality),2024-03,0.3905882352941176
AFG,Wheat flour (low quality),2024-04,0.3820588235294118
AFG,Wheat flour (low quality),2024-05,0.36617647058823527
AFG,Wheat flour (low quality),2024-06,0.3588235294117647
AFG,Wheat flour (low quality),2024-07,0.36617647058823527
AFG,Wheat flour (low quality),2024-08,0.3720588235294118
AFG,Wheat flour (low quality),2024-09,0.3855882352941176
AFG,Wheat flour (low quality),2024-10,0.39676470588235296
AFG,Wheat flour (low quality),2024-11,0.38676470588235295
AFG,Wheat flour (low quality),2024-12,0.3785294117647059
ARM,Apples (red),2024-01,1.1409090909090909
ARM,Apples (red),2024-02,1.0909090909090908
ARM,Apples (red),2024-03,1.1045454545454545
ARM,Apples (red),2024-04,1.12
ARM,Apples (red),2024-05,1.250909090909091
ARM,Apples (red),2024-06,1.5190909090909093
ARM,Apples (red),2024-07,1.6645454545454543
ARM,Apples (red),2024-08,1.3463636363636364
ARM,Apples (red),2024-09,1.1090909090909091
ARM,Apples (red),2024-10,1.0872727272727274
ARM,Apples (red),2024-11,1.1290909090909091
ARM,Apples (red),2024-12,1.2827272727272727
ARM,Beans,2024-01,4.038571428571428
ARM,Beans,2024-02,4.077142857142857
ARM,Beans,2024-03,4.097142857142857
ARM,Beans,2024-04,4.127142857142857
ARM,Beans,2024-05,4.2
ARM,Beans,2024-06,4.222857142857143
ARM,Beans,2024-07,4.021111111111111
ARM,Beans,2024-08,4.0675
ARM,Beans,2024-09,4.11125
ARM,Beans,2024-10,4.174285714285714
ARM,Beans,2024-11,4.231428571428571
ARM,Beans,2024-12,4.574285714285714
ARM,Beetroots,2024-01,0.6763636363636363
ARM,Beetroots,2024-02,0.6827272727272727
ARM,Beetroots,2024-03,0.6972727272727273
ARM,Beetroots,2024-04,0.7427272727272727
ARM,Beetroots,2024-05,0.9045454545454544
ARM,Beetroots,2024-06,0.9190909090909091
ARM,Beetroots,2024-07,0.7527272727272727
ARM,Beetroots,2024-08,0.8490909090909091
ARM,Beetroots,2024-09,0.8418181818181818
ARM,Beetroots,2024-10,0.7936363636363637
ARM,Beetroots,2024-11,0.7627272727272728
ARM,Beetroots,2024-12,0.8054545454545454
ARM,Bread (first grade flour),2024-01,1.5881818181818181
ARM,Bread (first grade flour),2024-02,1.5954545454545455
ARM,Bread (first grade flour),2024-03,1.6072727272727272
ARM,Bread (first grade flour),2024-04,1.62
ARM,Bread (first grade flour),2024-05,1.6572727272727272
ARM,Bread (first grade flour),2024-06,1.651818181818182
ARM,Bread (first grade flour),2024-07,1.6463636363636363
ARM,Bread (first grade flour),2024-08,1.679090909090909
ARM,Bread (first grade flour),2024-09,1.6990909090909092
ARM,Bread (first grade flour),2024-10,1.7018181818181817
ARM,Bread (first grade flour),2024-11,1.6981818181818182
ARM,Bread (first grade flour),2024-12,1.8163636363636364
ARM,Bread (high grade flour),2024-01,1.2727272727272727
ARM,Bread (high grade flour),2024-02,1.260909090909091
ARM,Bread (high grade flour),2024-03,1.27
ARM,Bread (high grade flour),2024-04,1.2763636363636364
ARM,Bread (high grade flour),2024-05,1.3027272727272727
ARM,Bread (high grade flour),2024-06,1.3
ARM,Bread (high grade flour),2024-07,1.2972727272727271
ARM,Bread (high grade flour),2024-08,1.288181818181818
ARM,Bread (high grade flour),2024-09,1.3036363636363637
ARM,Bread (high grade flour),2024-10,1.32
ARM,Bread (high grade flour),2024-11,1.3218181818181818
ARM,Bread (high grade flour),2024-12,1.4090909090909092
ARM,Buckwheat,2024-01,1.8190909090909089
ARM,Buckwheat,2024-02,1.771818181818182
ARM,Buckwheat,2024-03,1.7554545454545454
ARM,Buckwheat,2024-04,1.741818181818182
ARM,Buckwheat,2024-05,1.6981818181818182
ARM,Buckwheat,2024-06,1.6590909090909092
ARM,Buckwheat,2024-07,1.6109090909090908
ARM,Buckwheat,2024-08,1.5909090909090908
ARM,Buckwheat,2024-09,1.5718181818181818
ARM,Buckwheat,2024-10,1.5127272727272727
ARM,Buckwheat,2024-11,1.4936363636363637
ARM,Buckwheat,2024-12,1.6036363636363637
ARM,Butter,2024-01,12.486363636363636
ARM,Butter,2024-02,12.36909090909091
ARM,Butter,2024-03,12.259090909090908
ARM,Butter,2024-04,12.184545454545455
ARM,Butter,2024-05,12.515454545454547
ARM,Butter,2024-06,12.43909090909091
ARM,Butter,2024-07,12.639090909090909
ARM,Butter,2024-08,12.837272727272728
ARM,Butter,2024-09,13.063636363636363
ARM,Butter,2024-10,13.101818181818182
ARM,Butter,2024-11,13.252727272727272
ARM,Butter,2024-12,14.787272727272727
ARM,Cabbage,2024-01,0.5954545454545455
ARM,Cabbage,2024-02,0.6072727272727273
ARM,Cabbage,2024-03,0.5781818181818182
ARM,Cabbage,2024-04,0.7381818181818182
ARM,Cabbage,2024-05,0.5672727272727273
ARM,Cabbage,2024-06,0.38090909090909086
ARM,Cabbage,2024-07,0.3654545454545454
ARM,Cabbage,2024-08,0.44272727272727275
ARM,Cabbage,2024-09,0.6072727272727273
ARM,Cabbage,2024-10,0.6127272727272728
ARM,Cabbage,2024-11,0.3854545454545455
ARM,Cabbage,2024-12,0.4272727272727273
ARM,Carrots,2024-01,0.8190909090909091
ARM,Carrots,2024-02,0.7872727272727272
ARM,Carrots,2024-03,0.7763636363636363
ARM,Carrots,2024-04,0.7836363636363636
ARM,Carrots,2024-05,0.9227272727272727
ARM,Carrots,2024-06,0.9063636363636364
ARM,Carrots,2024-07,0.740909090909091
ARM,Carrots,2024-08,0.9290909090909092
ARM,Carrots,2024-09,0.9163636363636364
ARM,Carrots,2024-10,0.8745454545454546
ARM,Carrots,2024-11,0.82
ARM,Carrots,2024-12,0.8554545454545455
ARM,Cheese (dry),2024-01,6.565454545454545
ARM,Cheese (dry),2024-02,6.582727272727272
ARM,Cheese (dry),2024-03,6.538181818181818
ARM,Cheese (dry),2024-04,6.506363636363636
ARM,Cheese (dry),2024-05,6.614545454545455
ARM,Cheese (dry),2024-06,6.530909090909091
ARM,Cheese (dry),2024-07,6.486363636363635
ARM,Cheese (dry),2024-08,6.445454545454546
ARM,Cheese (dry),2024-09,6.476363636363636
ARM,Cheese (dry),2024-10,6.5190909090909095
ARM,Cheese (dry),2024-11,6.482727272727273
ARM,Cheese (dry),2024-12,6.91
ARM,Cucumbers (greenhouse),2024-01,2.187272727272727
ARM,Cucumbers (greenhouse),2024-02,2.0681818181818183
ARM,Cucumbers (greenhouse),2024-03,2.182727272727273
ARM,Cucumbers (greenhouse),2024-04,2.096363636363636
ARM,Cucumbers (greenhouse),2024-05,1.6
ARM,Cucumbers (greenhouse),2024-06,0.8518181818181819
ARM,Cucumbers (greenhouse),2024-07,0.8781818181818182
ARM,Cucumbers (greenhouse),2024-08,0.9472727272727273
ARM,Cucumbers (greenhouse),2024-09,0.8563636363636363
ARM,Cucumbers (greenhouse),2024-10,0.8763636363636365
ARM,Cucumbers (greenhouse),2024-11,1.8881818181818182
ARM,Cucumbers (greenhouse),2024-12,2.362727272727273
ARM,Eggs,2024-01,0.18181818181818182
ARM,Eggs,2024-02,0.17363636363636364
ARM,Eggs,2024-03,0.16090909090909092
ARM,Eggs,2024-04,0.15545454545454546
ARM,Eggs,2024-05,0.16181818181818183
ARM,Eggs,2024-06,0.16727272727272727
ARM,Eggs,2024-07,0.17
ARM,Eggs,2024-08,0.1690909090909091
ARM,Eggs,2024-09,0.17
ARM,Eggs,2024-10,0.17272727272727273
ARM,Eggs,2024-11,0.17090909090909093
ARM,Eggs,2024-12,0.18181818181818182
ARM,Fish (fresh),2024-01,6.740909090909091
ARM,Fish (fresh),2024-02,6.726363636363636
ARM,Fish (fresh),2024-03,6.8172727272727265
ARM,Fish (fresh),2024-04,6.912727272727273
ARM,Fish (fresh),2024-05,7.047272727272727
ARM,Fish (fresh),2024-06,7.0181818181818185
ARM,Fish (fresh),2024-07,6.993636363636364
ARM,Fish (fresh),2024-08,6.96090909090909
ARM,Fish (fresh),2024-09,7.047272727272727
ARM,Fish (fresh),2024-10,7.239090909090908
ARM,Fish (fresh),2024-11,7.3981818181818175
ARM,Fish (fresh),2024-12,7.998181818181819
ARM,Fuel (diesel),2024-01,1.309090909090909
ARM,Fuel (diesel),2024-02,1.2872727272727273
ARM,Fuel (diesel),2024-03,1.2845454545454547
ARM,Fuel (diesel),2024-04,1.2927272727272727
ARM,Fuel (diesel),2024-05,1.3227272727272728
ARM,Fuel (diesel),2024-06,1.319090909090909
ARM,Fuel (diesel),2024-07,1.3063636363636364
ARM,Fuel (diesel),2024-08,1.2927272727272727
ARM,Fuel (diesel),2024-09,1.2963636363636366
ARM,Fuel (diesel),2024-10,1.289090909090909
ARM,Fuel (diesel),2024-11,1.2781818181818183
ARM,Fuel (diesel),2024-12,1.3481818181818181
ARM,Fuel (petrol-gasoline),2024-01,1.2690909090909093
ARM,Fuel (petrol-gasoline),2024-02,1.219090909090909
ARM,Fuel (petrol-gasoline),2024-03,1.2181818181818183
ARM,Fuel (petrol-gasoline),2024-04,1.2254545454545456
ARM,Fuel (petrol-gasoline),2024-05,1.2572727272727273
ARM,Fuel (petrol-gasoline),2024-06,1.250909090909091
ARM,Fuel (petrol-gasoline),2024-07,1.2281818181818183
ARM,Fuel (petrol-gasoline),2024-08,1.24
ARM,Fuel (petrol-gasoline),2024-09,1.2836363636363637
ARM,Fuel (petrol-gasoline),2024-10,1.2854545454545454
ARM,Fuel (petrol-gasoline),2024-11,1.2845454545454547
ARM,Fuel (petrol-gasoline),2024-12,1.360909090909091
ARM,Lentils,2024-01,2.307272727272727
ARM,Lentils,2024-02,2.326363636363636
ARM,Lentils,2024-03,2.3918181818181816
ARM,Lentils,2024-04,2.5081818181818183
ARM,Lentils,2024-05,2.617272727272727
ARM,Lentils,2024-06,2.609090909090909
ARM,Lentils,2024-07,2.630909090909091
ARM,Lentils,2024-08,2.640909090909091
ARM,Lentils,2024-09,2.630909090909091
ARM,Lentils,2024-10,2.58
ARM,Lentils,2024-11,2.5118181818181817
ARM,Lentils,2024-12,2.639090909090909
ARM,Meat (beef),2024-01,8.9
ARM,Meat (beef),2024-02,8.889999999999999
ARM,Meat (beef),2024-03,8.93090909090909
ARM,Meat (beef),2024-04,8.934545454545455
ARM,Meat (beef),2024-05,9.126363636363637
ARM,Meat (beef),2024-06,9.054545454545455
ARM,Meat (beef),2024-07,9.05090909090909
ARM,Meat (beef),2024-08,9.023636363636363
ARM,Meat (beef),2024-09,9.125454545454545
ARM,Meat (beef),2024-10,9.194545454545455
ARM,Meat (beef),2024-11,9.172727272727274
ARM,Meat (beef),2024-12,9.825454545454546
ARM,Meat (chicken),2024-01,4.010909090909091
ARM,Meat (chicken),2024-02,4.014545454545455
ARM,Meat (chicken),2024-03,4.01
ARM,Meat (chicken),2024-04,3.9818181818181815
ARM,Meat (chicken),2024-05,4.041818181818182
ARM,Meat (chicken),2024-06,4.01
ARM,Meat (chicken),2024-07,3.9890909090909092
ARM,Meat (chicken),2024-08,3.9463636363636367
ARM,Meat (chicken),2024-09,4.2272727272727275
ARM,Meat (chicken),2024-10,4.208181818181818
ARM,Meat (chicken),2024-11,3.997272727272727
ARM,Meat (chicken),2024-12,4.254545454545454
ARM,Meat (pork),2024-01,8.480909090909092
ARM,Meat (pork),2024-02,8.476363636363637
ARM,Meat (pork),2024-03,8.270909090909091
ARM,Meat (pork),2024-04,8.216363636363637
ARM,Meat (pork),2024-05,8.372727272727273
ARM,Meat (pork),2024-06,8.288181818181819
ARM,Meat (pork),2024-07,8.414545454545454
ARM,Meat (pork),2024-08,8.52909090909091
ARM,Meat (pork),2024-09,8.59
ARM,Meat (pork),2024-10,8.611818181818181
ARM,Meat (pork),2024-11,8.519090909090908
ARM,Meat (pork),2024-12,8.995454545454546
ARM,Milk,2024-01,1.3745454545454547
ARM,Milk,2024-02,1.3781818181818182
ARM,Milk,2024-03,1.3809090909090909
ARM,Milk,2024-04,1.3827272727272728
ARM,Milk,2024-05,1.4127272727272726
ARM,Milk,2024-06,1.4063636363636365
ARM,Milk,2024-07,1.4090909090909092
ARM,Milk,2024-08,1.4063636363636365
ARM,Milk,2024-09,1.4181818181818182
ARM,Milk,2024-10,1.4145454545454546
ARM,Milk,2024-11,1.4145454545454546
ARM,Milk,2024-12,1.5090909090909093
ARM,Milk (non-pasteurized),2024-01,0.9036363636363636
ARM,Milk (non-pasteurized),2024-02,0.8927272727272727
ARM,Milk (non-pasteurized),2024-03,0.889090909090909
ARM,Milk (non-pasteurized),2024-04,0.8836363636363637
ARM,Milk (non-pasteurized),2024-05,0.8872727272727272
ARM,Milk (non-pasteurized),2024-06,0.8445454545454545
ARM,Milk (non-pasteurized),2024-07,0.8409090909090909
ARM,Milk (non-pasteurized),2024-08,0.829090909090909
ARM,Milk (non-pasteurized),2024-09,0.8436363636363636
ARM,Milk (non-pasteurized),2024-10,0.8572727272727273
ARM,Milk (non-pasteurized),2024-11,0.8772727272727273
ARM,Milk (non-pasteurized),2024-12,0.9672727272727273
ARM,Oil (vegetable),2024-01,1.7854545454545454
ARM,Oil (vegetable),2024-02,1.7563636363636363
ARM,Oil (vegetable),2024-03,1.752727272727273
ARM,Oil (vegetable),2024-04,1.7300000000000002
ARM,Oil (vegetable),2024-05,1.7445454545454546
ARM,Oil (vegetable),2024-06,1.7254545454545456
ARM,Oil (vegetable),2024-07,1.7445454545454546
ARM,Oil (vegetable),2024-08,1.7654545454545456
ARM,Oil (vegetable),2024-09,1.7772727272727273
ARM,Oil (vegetable),2024-10,1.8009090909090908
ARM,Oil (vegetable),2024-11,1.8972727272727274
ARM,Oil (vegetable),2024-12,2.17
ARM,Onions,2024-01,0.7045454545454546
ARM,Onions,2024-02,0.7454545454545454
ARM,Onions,2024-03,0.8063636363636363
ARM,Onions,2024-04,0.84
ARM,Onions,2024-05,0.9554545454545454
ARM,Onions,2024-06,0.9036363636363636
ARM,Onions,2024-07,0.6827272727272727
ARM,Onions,2024-08,0.6236363636363637
ARM,Onions,2024-09,0.6072727272727273
ARM,Onions,2024-10,0.6127272727272728
ARM,Onions,2024-11,0.6927272727272727
ARM,Onions,2024-12,0.84
ARM,Pasta,2024-01,1.4345454545454546
ARM,Pasta,2024-02,1.4218181818181819
ARM,Pasta,2024-03,1.3681818181818182
ARM,Pasta,2024-04,1.3945454545454545
ARM,Pasta,2024-05,1.4272727272727272
ARM,Pasta,2024-06,1.43
ARM,Pasta,2024-07,1.419090909090909
ARM,Pasta,2024-08,1.4154545454545455
ARM,Pasta,2024-09,1.4227272727272728
ARM,Pasta,2024-10,1.44
ARM,Pasta,2024-11,1.4590909090909092
ARM,Pasta,2024-12,1.5781818181818181
ARM,"Peas (split, dry)",2024-01,1.6036363636363637
ARM,"Peas (split, dry)",2024-02,1.5927272727272728
ARM,"Peas (split, dry)",2024-03,1.6018181818181818
ARM,"Peas (split, dry)",2024-04,1.6018181818181818
ARM,"Peas (split, dry)",2024-05,1.6281818181818182
ARM,"Peas (split, dry)",2024-06,1.6018181818181818
ARM,"Peas (split, dry)",2024-07,1.5954545454545455
ARM,"Peas (split, dry)",2024-08,1.5618181818181818
ARM,"Peas (split, dry)",2024-09,1.5654545454545454
ARM,"Peas (split, dry)",2024-10,1.5772727272727274
ARM,"Peas (split, dry)",2024-11,1.56
ARM,"Peas (split, dry)",2024-12,1.6718181818181819
ARM,Potatoes,2024-01,0.4881818181818182
ARM,Potatoes,2024-02,0.47
ARM,Potatoes,2024-03,0.4436363636363636
ARM,Potatoes,2024-04,0.7036363636363636
ARM,Potatoes,2024-05,0.7090909090909091
ARM,Potatoes,2024-06,0.5681818181818182
ARM,Potatoes,2024-07,0.53
ARM,Potatoes,2024-08,0.6663636363636364
ARM,Potatoes,2024-09,0.5672727272727273
ARM,Potatoes,2024-10,0.5318181818181817
ARM,Potatoes,2024-11,0.5254545454545455
ARM,Potatoes,2024-12,0.5881818181818183
ARM,Rice (white),2024-01,2.1454545454545455
ARM,Rice (white),2024-02,2.1427272727272726
ARM,Rice (white),2024-03,2.127272727272727
ARM,Rice (white),2024-04,2.12
ARM,Rice (white),2024-05,2.182727272727273
ARM,Rice (white),2024-06,2.166363636363636
ARM,Rice (white),2024-07,2.1654545454545455
ARM,Rice (white),2024-08,2.169090909090909
ARM,Rice (white),2024-09,2.1645454545454546
ARM,Rice (white),2024-10,2.161818181818182
ARM,Rice (white),2024-11,2.1727272727272724
ARM,Rice (white),2024-12,2.328181818181818
ARM,Salt,2024-01,0.4645454545454546
ARM,Salt,2024-02,0.46636363636363637
ARM,Salt,2024-03,0.4709090909090909
ARM,Salt,2024-04,0.4727272727272727
ARM,Salt,2024-05,0.48454545454545456
ARM,Salt,2024-06,0.4818181818181818
ARM,Salt,2024-07,0.4809090909090909
ARM,Salt,2024-08,0.4772727272727273
ARM,Salt,2024-09,0.47818181818181815
ARM,Salt,2024-10,0.4790909090909091
ARM,Salt,2024-11,0.48000000000000004
ARM,Salt,2024-12,0.5109090909090909
ARM,Sugar,2024-01,0.9645454545454545
ARM,Sugar,2024-02,0.9636363636363636
ARM,Sugar,2024-03,0.9690909090909091
ARM,Sugar,2024-04,0.9781818181818182
ARM,Sugar,2024-05,1.0018181818181817
ARM,Sugar,2024-06,1.0
ARM,Sugar,2024-07,1.0227272727272727
ARM,Sugar,2024-08,1.04
ARM,Sugar,2024-09,1.0227272727272727
ARM,Sugar,2024-10,0.9827272727272728
ARM,Sugar,2024-11,0.9409090909090909
ARM,Sugar,2024-12,0.9963636363636365
ARM,Tomatoes,2024-01,2.7118181818181815
ARM,Tomatoes,2024-02,2.5236363636363635
ARM,Tomatoes,2024-03,2.597272727272727
ARM,Tomatoes,2024-04,2.497272727272727
ARM,Tomatoes,2024-05,2.2118181818181815
ARM,Tomatoes,2024-06,1.560909090909091
ARM,Tomatoes,2024-07,1.3881818181818182
ARM,Tomatoes,2024-08,1.289090909090909
ARM,Tomatoes,2024-09,1.1554545454545455
ARM,Tomatoes,2024-10,1.2736363636363637
ARM,Tomatoes,2024-11,1.8090909090909089
ARM,Tomatoes,2024-12,2.2463636363636366
ARM,Tomatoes (paste),2024-01,3.2845454545454547
ARM,Tomatoes (paste),2024-02,3.316363636363636
ARM,Tomatoes (paste),2024-03,3.360909090909091
ARM,Tomatoes (paste),2024-04,3.3936363636363636
ARM,Tomatoes (paste),2024-05,3.450909090909091
ARM,Tomatoes (paste),2024-06,3.4518181818181817
ARM,Tomatoes (paste),2024-07,3.444545454545455
ARM,Tomatoes (paste),2024-08,3.4318181818181817
ARM,Tomatoes (paste),2024-09,3.409090909090909
ARM,Tomatoes (paste),2024-10,3.4299999999999997
ARM,Tomatoes (paste),2024-11,3.4427272727272724
ARM,Tomatoes (paste),2024-12,3.657272727272727
ARM,Wheat flour,2024-01,0.8966666666666667
ARM,Wheat flour,2024-02,0.925
ARM,Wheat flour,2024-03,0.9144444444444445
ARM,Wheat flour,2024-04,0.9144444444444445
ARM,Wheat flour,2024-05,0.9344444444444444
ARM,Wheat flour,2024-06,0.938
ARM,Wheat flour,2024-07,0.9388888888888888
ARM,Wheat flour,2024-08,0.95
ARM,Wheat flour,2024-09,0.9500000000000001
ARM,Wheat flour,2024-10,0.9845454545454545
ARM,Wheat flour,2024-11,0.9744444444444444
ARM,Wheat flour,2024-12,1.0444444444444445
BDI,Bananas,2024-01,0.498
BDI,Bananas,2024-02,0.4684285714285714
BDI,Bananas,2024-03,0.45536231884057976
BDI,Bananas,2024-04,0.4572058823529412
BDI,Bananas,2024-05,0.44144927536231887
BDI,Bananas,2024-06,0.4266666666666667
BDI,Bananas,2024-07,0.4251428571428571
BDI,Bananas,2024-08,0.4204411764705882
BDI,Bananas,2024-09,0.44176470588235295
BDI,Bananas,2024-10,0.4844927536231884
